 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 318  | Crabominable       |  0.00658% | 96     |  0.019% | 54     |  0.023% | 
 | 319  | Raichu-Alola       |  0.00656% | 76     |  0.015% | 33     |  0.014% | 
 | 320  | Emboar             |  0.00651% | 109    |  0.022% | 65     |  0.028% | 
 | 321  | Magmortar          |  0.00651% | 95     |  0.019% | 47     |  0.020% | 
 | 322  | Carbink            |  0.00644% | 131    |  0.027% | 46     |  0.020% | 
 | 323  | Beartic            |  0.00640% | 105    |  0.021% | 54     |  0.023% | 
 | 324  | Minior             |  0.00636% | 78     |  0.016% | 31     |  0.013% | 
 | 325  | Misdreavus         |  0.00632% | 45     |  0.009% | 15     |  0.006% | 
 | 326  | Noivern            |  0.00632% | 101    |  0.020% | 31     |  0.013% | 
 | 327  | Dipplin            |  0.00629% | 92     |  0.019% | 31     |  0.013% | 
 | 328  | Qwilfish-Hisui     |  0.00598% | 97     |  0.020% | 38     |  0.016% | 
 | 329  | Charjabug          |  0.00592% | 157    |  0.032% | 54     |  0.023% | 
 | 330  | Mandibuzz          |  0.00588% | 91     |  0.018% | 36     |  0.016% | 
 | 331  | Altaria            |  0.00583% | 153    |  0.031% | 48     |  0.021% | 
 | 332  | Ariados            |  0.00576% | 69     |  0.014% | 22     |  0.010% | 
 | 333  | Golem              |  0.00572% | 73     |  0.015% | 27     |  0.012% | 
 | 334  | Clawitzer          |  0.00562% | 96     |  0.019% | 44     |  0.019% | 
 | 335  | Tentacruel         |  0.00558% | 184    |  0.037% | 71     |  0.031% | 
 | 336  | Persian-Alola      |  0.00558% | 62     |  0.013% | 24     |  0.010% | 
 | 337  | Avalugg            |  0.00555% | 141    |  0.029% | 64     |  0.028% | 
 | 338  | Eiscue             |  0.00554% | 55     |  0.011% | 27     |  0.012% | 
 | 339  | Appletun           |  0.00548% | 83     |  0.017% | 28     |  0.012% | 
 | 340  | Cramorant          |  0.00546% | 91     |  0.018% | 37     |  0.016% | 
 | 341  | Palossand          |  0.00531% | 77     |  0.016% | 21     |  0.009% | 
 | 342  | Bombirdier         |  0.00530% | 84     |  0.017% | 34     |  0.015% | 
 | 343  | Dugtrio            |  0.00505% | 97     |  0.020% | 37     |  0.016% | 
 | 344  | Alomomola          |  0.00498% | 77     |  0.016% | 24     |  0.010% | 
 | 345  | Falinks            |  0.00487% | 106    |  0.022% | 40     |  0.017% | 
 | 346  | Tropius            |  0.00471% | 78     |  0.016% | 30     |  0.013% | 
 | 347  | Copperajah         |  0.00469% | 94     |  0.019% | 37     |  0.016% | 
 | 348  | Sneasel            |  0.00449% | 44     |  0.009% | 18     |  0.008% | 
 | 349  | Virizion           |  0.00447% | 58     |  0.012% | 26     |  0.011% | 
 | 350  | Glalie             |  0.00444% | 24     |  0.005% | 12     |  0.005% | 
 | 351  | Gothorita          |  0.00440% | 124    |  0.025% | 36     |  0.016% | 
 | 352  | Sandaconda         |  0.00427% | 99     |  0.020% | 37     |  0.016% | 
 | 353  | Masquerain         |  0.00422% | 57     |  0.012% | 25     |  0.011% | 
 | 354  | Lanturn            |  0.00409% | 110    |  0.022% | 49     |  0.021% | 
 | 355  | Zebstrika          |  0.00402% | 52     |  0.011% | 15     |  0.006% | 
 | 356  | Sandslash          |  0.00398% | 21     |  0.004% | 8      |  0.003% | 
 | 357  | Passimian          |  0.00391% | 42     |  0.009% | 10     |  0.004% | 
 | 358  | Greedent           |  0.00384% | 59     |  0.012% | 27     |  0.012% | 
 | 359  | Ampharos           |  0.00364% | 61     |  0.012% | 28     |  0.012% | 
 | 360  | Chansey            |  0.00359% | 94     |  0.019% | 32     |  0.014% | 
 | 361  | Electrode          |  0.00356% | 25     |  0.005% | 6      |  0.003% | 
 | 362  | Probopass          |  0.00348% | 85     |  0.017% | 45     |  0.019% | 
 | 363  | Galvantula         |  0.00346% | 77     |  0.016% | 17     |  0.007% | 
 | 364  | Golduck            |  0.00342% | 57     |  0.012% | 25     |  0.011% | 
 | 365  | Ursaring           |  0.00341% | 22     |  0.004% | 10     |  0.004% | 
 | 366  | Dedenne            |  0.00339% | 38     |  0.008% | 16     |  0.007% | 
 | 367  | Honchkrow          |  0.00336% | 69     |  0.014% | 31     |  0.013% | 
 | 368  | Vileplume          |  0.00335% | 88     |  0.018% | 36     |  0.016% | 
 | 369  | Lechonk            |  0.00325% | 50     |  0.010% | 14     |  0.006% | 
 | 370  | Houndoom           |  0.00312% | 57     |  0.012% | 22     |  0.010% | 
 | 371  | Dodrio             |  0.00309% | 67     |  0.014% | 24     |  0.010% | 
 | 372  | Morpeko            |  0.00288% | 57     |  0.012% | 28     |  0.012% | 
 | 373  | Lokix              |  0.00280% | 33     |  0.007% | 15     |  0.006% | 
 | 374  | Minun              |  0.00276% | 74     |  0.015% | 18     |  0.008% | 
 | 375  | Polteageist        |  0.00276% | 96     |  0.019% | 25     |  0.011% | 
 | 376  | Lumineon           |  0.00274% | 64     |  0.013% | 27     |  0.012% | 
 | 377  | Piplup             |  0.00268% | 16     |  0.003% | 0      |  0.000% | 
 | 378  | Forretress         |  0.00267% | 69     |  0.014% | 16     |  0.007% | 
 | 379  | Jigglypuff         |  0.00266% | 30     |  0.006% | 13     |  0.006% | 
 | 380  | Leavanny           |  0.00265% | 15     |  0.003% | 4      |  0.002% | 
 | 381  | Qwilfish           |  0.00264% | 63     |  0.013% | 42     |  0.018% | 
 | 382  | Grumpig            |  0.00263% | 28     |  0.006% | 8      |  0.003% | 
 | 383  | Piloswine          |  0.00263% | 21     |  0.004% | 11     |  0.005% | 
 | 384  | Rotom-Mow          |  0.00259% | 31     |  0.006% | 11     |  0.005% | 
 | 385  | Cryogonal          |  0.00250% | 30     |  0.006% | 15     |  0.006% | 
 | 386  | Sentret            |  0.00246% | 15     |  0.003% | 8      |  0.003% | 
 | 387  | Psyduck            |  0.00246% | 38     |  0.008% | 10     |  0.004% | 
 | 388  | Cacturne           |  0.00240% | 70     |  0.014% | 39     |  0.017% | 
 | 389  | Mightyena          |  0.00236% | 38     |  0.008% | 22     |  0.010% | 
 | 390  | Flareon            |  0.00227% | 33     |  0.007% | 12     |  0.005% | 
 | 391  | Oricorio-Sensu     |  0.00227% | 44     |  0.009% | 24     |  0.010% | 
 | 392  | Wartortle          |  0.00225% | 32     |  0.006% | 14     |  0.006% | 
 | 393  | Sneasel-Hisui      |  0.00219% | 12     |  0.002% | 3      |  0.001% | 
 | 394  | Spidops            |  0.00208% | 48     |  0.010% | 12     |  0.005% | 
 | 395  | Zangoose           |  0.00206% | 25     |  0.005% | 10     |  0.004% | 
 | 396  | Lycanroc-Midnight  |  0.00204% | 53     |  0.011% | 25     |  0.011% | 
 | 397  | Veluza             |  0.00203% | 42     |  0.009% | 13     |  0.006% | 
 | 398  | Granbull           |  0.00201% | 34     |  0.007% | 14     |  0.006% | 
 | 399  | Gogoat             |  0.00199% | 27     |  0.005% | 12     |  0.005% | 
 | 400  | Prinplup           |  0.00199% | 11     |  0.002% | 4      |  0.002% | 
 | 401  | Wooper             |  0.00196% | 10     |  0.002% | 1      |  0.000% | 
 | 402  | Furret             |  0.00194% | 27     |  0.005% | 7      |  0.003% | 
 | 403  | Dugtrio-Alola      |  0.00192% | 32     |  0.006% | 15     |  0.006% | 
 | 404  | Mabosstiff         |  0.00191% | 35     |  0.007% | 16     |  0.007% | 
 | 405  | Koffing            |  0.00191% | 29     |  0.006% | 11     |  0.005% | 
 | 406  | Sawsbuck           |  0.00190% | 17     |  0.003% | 12     |  0.005% | 
 | 407  | Tauros             |  0.00185% | 45     |  0.009% | 15     |  0.006% | 
 | 408  | Donphan            |  0.00174% | 20     |  0.004% | 5      |  0.002% | 
 | 409  | Bellossom          |  0.00156% | 27     |  0.005% | 10     |  0.004% | 
 | 410  | Banette            |  0.00151% | 25     |  0.005% | 13     |  0.006% | 
 | 411  | Quagsire           |  0.00151% | 28     |  0.006% | 10     |  0.004% | 
 | 412  | Hitmonlee          |  0.00143% | 69     |  0.014% | 38     |  0.016% | 
 | 413  | Klawf              |  0.00143% | 23     |  0.005% | 9      |  0.004% | 
 | 414  | Flapple            |  0.00142% | 25     |  0.005% | 7      |  0.003% | 
 | 415  | Haunter            |  0.00141% | 29     |  0.006% | 10     |  0.004% | 
 | 416  | Oinkologne         |  0.00139% | 9      |  0.002% | 0      |  0.000% | 
 | 417  | Squawkabilly       |  0.00134% | 26     |  0.005% | 11     |  0.005% | 
 | 418  | Magneton           |  0.00133% | 22     |  0.004% | 2      |  0.001% | 
 | 419  | Snover             |  0.00127% | 13     |  0.003% | 9      |  0.004% | 
 | 420  | Seedot             |  0.00124% | 10     |  0.002% | 6      |  0.003% | 
 | 421  | Venomoth           |  0.00123% | 16     |  0.003% | 7      |  0.003% | 
 | 422  | Slowpoke           |  0.00122% | 37     |  0.008% | 15     |  0.006% | 
 | 423  | Seel               |  0.00119% | 4      |  0.001% | 1      |  0.000% | 
 | 424  | Sudowoodo          |  0.00118% | 11     |  0.002% | 6      |  0.003% | 
 | 425  | Glimmet            |  0.00114% | 10     |  0.002% | 2      |  0.001% | 
 | 426  | Plusle             |  0.00113% | 31     |  0.006% | 15     |  0.006% | 
 | 427  | Muk                |  0.00111% | 22     |  0.004% | 10     |  0.004% | 
 | 428  | Persian            |  0.00110% | 36     |  0.007% | 13     |  0.006% | 
 | 429  | Seviper            |  0.00109% | 5      |  0.001% | 3      |  0.001% | 
 | 430  | Primeape           |  0.00107% | 68     |  0.014% | 31     |  0.013% | 
 | 431  | Basculin           |  0.00102% | 19     |  0.004% | 12     |  0.005% | 
 | 432  | Cottonee           |  0.00097% | 8      |  0.002% | 3      |  0.001% | 
 | 433  | Magikarp           |  0.00094% | 6      |  0.001% | 0      |  0.000% | 
 | 434  | Toedscool          |  0.00090% | 17     |  0.003% | 7      |  0.003% | 
 | 435  | Sunflora           |  0.00089% | 16     |  0.003% | 7      |  0.003% | 
 | 436  | Zoroark            |  0.00088% | 24     |  0.005% | 6      |  0.003% | 
 | 437  | Wugtrio            |  0.00083% | 24     |  0.005% | 5      |  0.002% | 
 | 438  | Toucannon          |  0.00078% | 21     |  0.004% | 12     |  0.005% | 
 | 439  | Magcargo           |  0.00077% | 9      |  0.002% | 3      |  0.001% | 
 | 440  | Trapinch           |  0.00073% | 6      |  0.001% | 0      |  0.000% | 
 | 441  | Gulpin             |  0.00073% | 11     |  0.002% | 7      |  0.003% | 
 | 442  | Braixen            |  0.00072% | 37     |  0.008% | 9      |  0.004% | 
 | 443  | Mismagius          |  0.00071% | 28     |  0.006% | 12     |  0.005% | 
 | 444  | Luvdisc            |  0.00069% | 5      |  0.001% | 3      |  0.001% | 
 | 445  | Chimecho           |  0.00069% | 7      |  0.001% | 3      |  0.001% | 
 | 446  | Foongus            |  0.00068% | 7      |  0.001% | 3      |  0.001% | 
 | 447  | Vespiquen          |  0.00067% | 23     |  0.005% | 9      |  0.004% | 
 | 448  | Munchlax           |  0.00066% | 42     |  0.009% | 9      |  0.004% | 
 | 449  | Frogadier          |  0.00066% | 6      |  0.001% | 2      |  0.001% | 
 | 450  | Cetoddle           |  0.00064% | 3      |  0.001% | 0      |  0.000% | 
 | 451  | Girafarig          |  0.00062% | 9      |  0.002% | 2      |  0.001% | 
 | 452  | Whiscash           |  0.00061% | 8      |  0.002% | 2      |  0.001% | 
 | 453  | Thwackey           |  0.00061% | 11     |  0.002% | 9      |  0.004% | 
 | 454  | Komala             |  0.00061% | 10     |  0.002% | 2      |  0.001% | 
 | 455  | Oricorio           |  0.00059% | 9      |  0.002% | 4      |  0.002% | 
 | 456  | Gurdurr            |  0.00056% | 6      |  0.001% | 2      |  0.001% | 
 | 457  | Skuntank           |  0.00054% | 67     |  0.014% | 42     |  0.018% | 
 | 458  | Poltchageist       |  0.00054% | 6      |  0.001% | 1      |  0.000% | 
 | 459  | Swanna             |  0.00052% | 19     |  0.004% | 5      |  0.002% | 
 | 460  | Sliggoo-Hisui      |  0.00050% | 27     |  0.005% | 7      |  0.003% | 
 | 461  | Hitmonchan         |  0.00048% | 25     |  0.005% | 9      |  0.004% | 
 | 462  | Vulpix             |  0.00047% | 5      |  0.001% | 3      |  0.001% | 
 | 463  | Wiglett            |  0.00047% | 3      |  0.001% | 0      |  0.000% | 
 | 464  | Hattrem            |  0.00047% | 4      |  0.001% | 0      |  0.000% | 
 | 465  | Naclstack          |  0.00046% | 13     |  0.003% | 7      |  0.003% | 
 | 466  | Wooper-Paldea      |  0.00044% | 2      |  0.000% | 0      |  0.000% | 
 | 467  | Bronzor            |  0.00044% | 3      |  0.001% | 1      |  0.000% | 
 | 468  | Kricketune         |  0.00042% | 4      |  0.001% | 2      |  0.001% | 
 | 469  | Pyroar             |  0.00042% | 27     |  0.005% | 11     |  0.005% | 
 | 470  | Dolliv             |  0.00041% | 3      |  0.001% | 0      |  0.000% | 
 | 471  | Minccino           |  0.00039% | 7      |  0.001% | 3      |  0.001% | 
 | 472  | Bayleef            |  0.00039% | 6      |  0.001% | 0      |  0.000% | 
 | 473  | Quilladin          |  0.00038% | 2      |  0.000% | 0      |  0.000% | 
 | 474  | Numel              |  0.00035% | 4      |  0.001% | 2      |  0.001% | 
 | 475  | Tandemaus          |  0.00035% | 4      |  0.001% | 1      |  0.000% | 
 | 476  | Delibird           |  0.00034% | 6      |  0.001% | 4      |  0.002% | 
 | 477  | Servine            |  0.00034% | 5      |  0.001% | 1      |  0.000% | 
 | 478  | Meditite           |  0.00033% | 2      |  0.000% | 0      |  0.000% | 
 | 479  | Kubfu              |  0.00032% | 1      |  0.000% | 0      |  0.000% | 
 | 480  | Shellos            |  0.00032% | 1      |  0.000% | 1      |  0.000% | 
 | 481  | Dunsparce          |  0.00032% | 11     |  0.002% | 8      |  0.003% | 
 | 482  | Treecko            |  0.00031% | 2      |  0.000% | 0      |  0.000% | 
 | 483  | Pichu              |  0.00031% | 2      |  0.000% | 1      |  0.000% | 
 | 484  | Salandit           |  0.00030% | 3      |  0.001% | 2      |  0.001% | 
 | 485  | Gligar             |  0.00028% | 9      |  0.002% | 4      |  0.002% | 
 | 486  | Rockruff           |  0.00028% | 3      |  0.001% | 0      |  0.000% | 
 | 487  | Drifloon           |  0.00028% | 13     |  0.003% | 4      |  0.002% | 
 | 488  | Rotom-Fan          |  0.00027% | 5      |  0.001% | 3      |  0.001% | 
 | 489  | Dragonair          |  0.00026% | 9      |  0.002% | 2      |  0.001% | 
 | 490  | Croconaw           |  0.00025% | 1      |  0.000% | 0      |  0.000% | 
 | 491  | Krokorok           |  0.00025% | 1      |  0.000% | 0      |  0.000% | 
 | 492  | Crocalor           |  0.00025% | 1      |  0.000% | 1      |  0.000% | 
 | 493  | Zweilous           |  0.00024% | 3      |  0.001% | 0      |  0.000% | 
 | 494  | Eevee              |  0.00023% | 4      |  0.001% | 1      |  0.000% | 
 | 495  | Charmander         |  0.00021% | 2      |  0.000% | 1      |  0.000% | 
 | 496  | Gabite             |  0.00019% | 2      |  0.000% | 1      |  0.000% | 
 | 497  | Oinkologne-F       |  0.00019% | 2      |  0.000% | 2      |  0.001% | 
 | 498  | Spewpa             |  0.00019% | 1      |  0.000% | 0      |  0.000% | 
 | 499  | Hoothoot           |  0.00019% | 3      |  0.001% | 1      |  0.000% | 
 | 500  | Chimchar           |  0.00019% | 2      |  0.000% | 1      |  0.000% | 
 | 501  | Finizen            |  0.00018% | 2      |  0.000% | 2      |  0.001% | 
 | 502  | Swadloon           |  0.00016% | 3      |  0.001% | 0      |  0.000% | 
 | 503  | Gumshoos           |  0.00015% | 7      |  0.001% | 0      |  0.000% | 
 | 504  | Seadra             |  0.00015% | 2      |  0.000% | 0      |  0.000% | 
 | 505  | Chingling          |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 506  | Zorua-Hisui        |  0.00012% | 24     |  0.005% | 10     |  0.004% | 
 | 507  | Squirtle           |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 508  | Charmeleon         |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 509  | Marill             |  0.00012% | 1      |  0.000% | 0      |  0.000% | 
 | 510  | Kirlia             |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 511  | Cutiefly           |  0.00012% | 1      |  0.000% | 0      |  0.000% | 
 | 512  | Hippopotas         |  0.00012% | 1      |  0.000% | 0      |  0.000% | 
 | 513  | Samurott           |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 514  | Snom               |  0.00012% | 1      |  0.000% | 0      |  0.000% | 
 | 515  | Ducklett           |  0.00012% | 1      |  0.000% | 1      |  0.000% | 
 | 516  | Inkay              |  0.00012% | 1      |  0.000% | 0      |  0.000% | 
 | 517  | Swablu             |  0.00011% | 1      |  0.000% | 0      |  0.000% | 
 | 518  | Cacnea             |  0.00011% | 2      |  0.000% | 0      |  0.000% | 
 | 519  | Larvesta           |  0.00011% | 1      |  0.000% | 1      |  0.000% | 
 | 520  | Magnemite          |  0.00011% | 1      |  0.000% | 0      |  0.000% | 
 | 521  | Voltorb            |  0.00011% | 1      |  0.000% | 0      |  0.000% | 
 | 522  | Pineco             |  0.00011% | 1      |  0.000% | 1      |  0.000% | 
 | 523  | Sprigatito         |  0.00010% | 2      |  0.000% | 1      |  0.000% | 
 | 524  | Fraxure            |  0.00010% | 1      |  0.000% | 0      |  0.000% | 
 | 525  | Larvitar           |  0.00009% | 1      |  0.000% | 0      |  0.000% | 
 | 526  | Gible              |  0.00009% | 1      |  0.000% | 1      |  0.000% | 
 | 527  | Bagon              |  0.00009% | 1      |  0.000% | 0      |  0.000% | 
 | 528  | Croagunk           |  0.00008% | 1      |  0.000% | 1      |  0.000% | 
 | 529  | Rotom              |  0.00007% | 12     |  0.002% | 1      |  0.000% | 
 | 530  | Fletchinder        |  0.00006% | 9      |  0.002% | 6      |  0.003% | 
 | 531  | Dewpider           |  0.00004% | 12     |  0.002% | 4      |  0.002% | 
 | 532  | Shelgon            |  0.00004% | 3      |  0.001% | 1      |  0.000% | 
 | 533  | Grotle             |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 534  | Buizel             |  0.00003% | 13     |  0.003% | 5      |  0.002% | 
 | 535  | Spinarak           |  0.00003% | 13     |  0.003% | 7      |  0.003% | 
 | 536  | Slowpoke-Galar     |  0.00003% | 2      |  0.000% | 1      |  0.000% | 
 | 537  | Combusken          |  0.00002% | 3      |  0.001% | 2      |  0.001% | 
 | 538  | Fletchling         |  0.00002% | 1      |  0.000% | 1      |  0.000% | 
 | 539  | Venonat            |  0.00001% | 3      |  0.001% | 0      |  0.000% | 
 | 540  | Duosion            |  0.00001% | 2      |  0.000% | 0      |  0.000% | 
 | 541  | Poliwhirl          |  0.00001% | 3      |  0.001% | 3      |  0.001% | 
 | 542  | Poliwag            |  0.00001% | 3      |  0.001% | 0      |  0.000% | 
 | 543  | Wattrel            |  0.00001% | 5      |  0.001% | 1      |  0.000% | 
 | 544  | Quilava            |  0.00001% | 1      |  0.000% | 0      |  0.000% | 
 | 545  | Shieldon           |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 546  | Vigoroth           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 547  | Totodile           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 548  | Gastly             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 549  | Voltorb-Hisui      |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 550  | Growlithe-Hisui    |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 551  | Grookey            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 552  | Oricorio-Pa'u      |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 553  | Tauros-Paldea-Combat |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 554  | Morgrem            |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 555  | Cubchoo            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 556  | Rowlet             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 557  | Metang             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 558  | Noctowl            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 559  | Carkol             |  0.00000% | 8      |  0.002% | 0      |  0.000% | 
 | 560  | Sobble             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 561  | Deino              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
