| Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 319  | Cinccino           |  0.00014% | 331    |  0.067% | 132    |  0.057% | 
 | 320  | Torracat           |  0.00013% | 65     |  0.013% | 35     |  0.015% | 
 | 321  | Avalugg-Hisui      |  0.00012% | 114    |  0.023% | 35     |  0.015% | 
 | 322  | Goodra             |  0.00012% | 366    |  0.074% | 151    |  0.065% | 
 | 323  | Gogoat             |  0.00012% | 27     |  0.005% | 12     |  0.005% | 
 | 324  | Sudowoodo          |  0.00012% | 11     |  0.002% | 6      |  0.003% | 
 | 325  | Magneton           |  0.00011% | 22     |  0.004% | 2      |  0.001% | 
 | 326  | Cacturne           |  0.00010% | 70     |  0.014% | 39     |  0.017% | 
 | 327  | Oricorio-Pom-Pom   |  0.00009% | 78     |  0.016% | 35     |  0.015% | 
 | 328  | Tropius            |  0.00009% | 78     |  0.016% | 30     |  0.013% | 
 | 329  | Uxie               |  0.00009% | 135    |  0.027% | 29     |  0.013% | 
 | 330  | Meditite           |  0.00009% | 2      |  0.000% | 0      |  0.000% | 
 | 331  | Sandaconda         |  0.00008% | 99     |  0.020% | 37     |  0.016% | 
 | 332  | Crawdaunt          |  0.00008% | 111    |  0.023% | 50     |  0.022% | 
 | 333  | Donphan            |  0.00007% | 20     |  0.004% | 5      |  0.002% | 
 | 334  | Palossand          |  0.00007% | 77     |  0.016% | 21     |  0.009% | 
 | 335  | Leafeon            |  0.00007% | 109    |  0.022% | 37     |  0.016% | 
 | 336  | Toedscruel         |  0.00007% | 258    |  0.052% | 97     |  0.042% | 
 | 337  | Thwackey           |  0.00007% | 11     |  0.002% | 9      |  0.004% | 
 | 338  | Zangoose           |  0.00007% | 25     |  0.005% | 10     |  0.004% | 
 | 339  | Sneasel            |  0.00006% | 44     |  0.009% | 18     |  0.008% | 
 | 340  | Persian-Alola      |  0.00006% | 62     |  0.013% | 24     |  0.010% | 
 | 341  | Tentacruel         |  0.00006% | 184    |  0.037% | 71     |  0.031% | 
 | 342  | Minun              |  0.00006% | 74     |  0.015% | 18     |  0.008% | 
 | 343  | Basculin           |  0.00006% | 19     |  0.004% | 12     |  0.005% | 
 | 344  | Cryogonal          |  0.00006% | 30     |  0.006% | 15     |  0.006% | 
 | 345  | Salazzle           |  0.00005% | 335    |  0.068% | 137    |  0.059% | 
 | 346  | Qwilfish-Hisui     |  0.00005% | 97     |  0.020% | 38     |  0.016% | 
 | 347  | Bombirdier         |  0.00005% | 84     |  0.017% | 34     |  0.015% | 
 | 348  | Dugtrio-Alola      |  0.00004% | 32     |  0.006% | 15     |  0.006% | 
 | 349  | Electivire         |  0.00004% | 251    |  0.051% | 104    |  0.045% | 
 | 350  | Rotom-Frost        |  0.00004% | 137    |  0.028% | 61     |  0.026% | 
 | 351  | Emboar             |  0.00004% | 109    |  0.022% | 65     |  0.028% | 
 | 352  | Lokix              |  0.00004% | 33     |  0.007% | 15     |  0.006% | 
 | 353  | Snover             |  0.00004% | 13     |  0.003% | 9      |  0.004% | 
 | 354  | Beartic            |  0.00004% | 105    |  0.021% | 54     |  0.023% | 
 | 355  | Decidueye          |  0.00004% | 133    |  0.027% | 53     |  0.023% | 
 | 356  | Houndoom           |  0.00003% | 57     |  0.012% | 22     |  0.010% | 
 | 357  | Slowbro-Galar      |  0.00003% | 320    |  0.065% | 114    |  0.049% | 
 | 358  | Haunter            |  0.00003% | 29     |  0.006% | 10     |  0.004% | 
 | 359  | Iron Thorns        |  0.00003% | 236    |  0.048% | 121    |  0.052% | 
 | 360  | Skarmory           |  0.00003% | 105    |  0.021% | 39     |  0.017% | 
 | 361  | Carbink            |  0.00003% | 131    |  0.027% | 46     |  0.020% | 
 | 362  | Espeon             |  0.00003% | 440    |  0.089% | 186    |  0.081% | 
 | 363  | Flapple            |  0.00003% | 25     |  0.005% | 7      |  0.003% | 
 | 364  | Sunflora           |  0.00003% | 16     |  0.003% | 7      |  0.003% | 
 | 365  | Glimmet            |  0.00002% | 10     |  0.002% | 2      |  0.001% | 
 | 366  | Galvantula         |  0.00002% | 77     |  0.016% | 17     |  0.007% | 
 | 367  | Tauros             |  0.00002% | 45     |  0.009% | 15     |  0.006% | 
 | 368  | Koffing            |  0.00002% | 29     |  0.006% | 11     |  0.005% | 
 | 369  | Spiritomb          |  0.00002% | 215    |  0.044% | 60     |  0.026% | 
 | 370  | Flygon             |  0.00002% | 144    |  0.029% | 64     |  0.028% | 
 | 371  | Passimian          |  0.00002% | 42     |  0.009% | 10     |  0.004% | 
 | 372  | Glalie             |  0.00002% | 24     |  0.005% | 12     |  0.005% | 
 | 373  | Jolteon            |  0.00002% | 158    |  0.032% | 57     |  0.025% | 
 | 374  | Greedent           |  0.00002% | 59     |  0.012% | 27     |  0.012% | 
 | 375  | Polteageist        |  0.00002% | 96     |  0.019% | 25     |  0.011% | 
 | 376  | Ampharos           |  0.00002% | 61     |  0.012% | 28     |  0.012% | 
 | 377  | Gloom              |  0.00001% | 65     |  0.013% | 23     |  0.010% | 
 | 378  | Klawf              |  0.00001% | 23     |  0.005% | 9      |  0.004% | 
 | 379  | Flareon            |  0.00001% | 33     |  0.007% | 12     |  0.005% | 
 | 380  | Forretress         |  0.00001% | 69     |  0.014% | 16     |  0.007% | 
 | 381  | Seedot             |  0.00001% | 10     |  0.002% | 6      |  0.003% | 
 | 382  | Dodrio             |  0.00001% | 67     |  0.014% | 24     |  0.010% | 
 | 383  | Sandslash-Alola    |  0.00001% | 369    |  0.075% | 164    |  0.071% | 
 | 384  | Alomomola          |  0.00001% | 77     |  0.016% | 24     |  0.010% | 
 | 385  | Tandemaus          |  0.00001% | 4      |  0.001% | 1      |  0.000% | 
 | 386  | Quagsire           |  0.00001% | 28     |  0.006% | 10     |  0.004% | 
 | 387  | Chimecho           |  0.00001% | 7      |  0.001% | 3      |  0.001% | 
 | 388  | Gulpin             |  0.00001% | 11     |  0.002% | 7      |  0.003% | 
 | 389  | Gothorita          |  0.00001% | 124    |  0.025% | 36     |  0.016% | 
 | 390  | Probopass          |  0.00001% | 85     |  0.017% | 45     |  0.019% | 
 | 391  | Lanturn            |  0.00001% | 110    |  0.022% | 49     |  0.021% | 
 | 392  | Whiscash           |  0.00001% | 8      |  0.002% | 2      |  0.001% | 
 | 393  | Magcargo           |  0.00001% | 9      |  0.002% | 3      |  0.001% | 
 | 394  | Mightyena          |  0.00001% | 38     |  0.008% | 22     |  0.010% | 
 | 395  | Vileplume          |  0.00001% | 88     |  0.018% | 36     |  0.016% | 
 | 396  | Golduck            |  0.00001% | 57     |  0.012% | 25     |  0.011% | 
 | 397  | Psyduck            |  0.00001% | 38     |  0.008% | 10     |  0.004% | 
 | 398  | Seel               |  0.00001% | 4      |  0.001% | 1      |  0.000% | 
 | 399  | Cetoddle           |  0.00001% | 3      |  0.001% | 0      |  0.000% | 
 | 400  | Plusle             |  0.00001% | 31     |  0.006% | 15     |  0.006% | 
 | 401  | Electrode          |  0.00001% | 25     |  0.005% | 6      |  0.003% | 
 | 402  | Qwilfish           |  0.00001% | 63     |  0.013% | 42     |  0.018% | 
 | 403  | Bellossom          |  0.00001% | 27     |  0.005% | 10     |  0.004% | 
 | 404  | Cottonee           |  0.00001% | 8      |  0.002% | 3      |  0.001% | 
 | 405  | Muk                |  0.00000% | 22     |  0.004% | 10     |  0.004% | 
 | 406  | Sawsbuck           |  0.00000% | 17     |  0.003% | 12     |  0.005% | 
 | 407  | Girafarig          |  0.00000% | 9      |  0.002% | 2      |  0.001% | 
 | 408  | Furret             |  0.00000% | 27     |  0.005% | 7      |  0.003% | 
 | 409  | Falinks            |  0.00000% | 106    |  0.022% | 40     |  0.017% | 
 | 410  | Lycanroc-Midnight  |  0.00000% | 53     |  0.011% | 25     |  0.011% | 
 | 411  | Banette            |  0.00000% | 25     |  0.005% | 13     |  0.006% | 
 | 412  | Arbok              |  0.00000% | 277    |  0.056% | 115    |  0.050% | 
 | 413  | Jigglypuff         |  0.00000% | 30     |  0.006% | 13     |  0.006% | 
 | 414  | Appletun           |  0.00000% | 83     |  0.017% | 28     |  0.012% | 
 | 415  | Hitmonlee          |  0.00000% | 69     |  0.014% | 38     |  0.016% | 
 | 416  | Clawitzer          |  0.00000% | 96     |  0.019% | 44     |  0.019% | 
 | 417  | Slowpoke           |  0.00000% | 37     |  0.008% | 15     |  0.006% | 
 | 418  | Oricorio-Sensu     |  0.00000% | 44     |  0.009% | 24     |  0.010% | 
 | 419  | Golem-Alola        |  0.00000% | 152    |  0.031% | 73     |  0.032% | 
 | 420  | Rockruff           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 421  | Yanmega            |  0.00000% | 140    |  0.028% | 87     |  0.038% | 
 | 422  | Meganium           |  0.00000% | 155    |  0.031% | 54     |  0.023% | 
 | 423  | Altaria            |  0.00000% | 153    |  0.031% | 48     |  0.021% | 
 | 424  | Veluza             |  0.00000% | 42     |  0.009% | 13     |  0.006% | 
 | 425  | Grumpig            |  0.00000% | 28     |  0.006% | 8      |  0.003% | 
 | 426  | Rotom-Fan          |  0.00000% | 5      |  0.001% | 3      |  0.001% | 
 | 427  | Wugtrio            |  0.00000% | 24     |  0.005% | 5      |  0.002% | 
 | 428  | Persian            |  0.00000% | 36     |  0.007% | 13     |  0.006% | 
 | 429  | Honchkrow          |  0.00000% | 69     |  0.014% | 31     |  0.013% | 
 | 430  | Komala             |  0.00000% | 10     |  0.002% | 2      |  0.001% | 
 | 431  | Lechonk            |  0.00000% | 50     |  0.010% | 14     |  0.006% | 
 | 432  | Swadloon           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 433  | Wartortle          |  0.00000% | 32     |  0.006% | 14     |  0.006% | 
 | 434  | Spidops            |  0.00000% | 48     |  0.010% | 12     |  0.005% | 
 | 435  | Masquerain         |  0.00000% | 57     |  0.012% | 25     |  0.011% | 
 | 436  | Venomoth           |  0.00000% | 16     |  0.003% | 7      |  0.003% | 
 | 437  | Lumineon           |  0.00000% | 64     |  0.013% | 27     |  0.012% | 
 | 438  | Braixen            |  0.00000% | 37     |  0.008% | 9      |  0.004% | 
 | 439  | Naclstack          |  0.00000% | 13     |  0.003% | 7      |  0.003% | 
 | 440  | Toucannon          |  0.00000% | 21     |  0.004% | 12     |  0.005% | 
 | 441  | Blissey            |  0.00000% | 176    |  0.036% | 64     |  0.028% | 
 | 442  | Raichu-Alola       |  0.00000% | 76     |  0.015% | 33     |  0.014% | 
 | 443  | Drifloon           |  0.00000% | 13     |  0.003% | 4      |  0.002% | 
 | 444  | Avalugg            |  0.00000% | 141    |  0.029% | 64     |  0.028% | 
 | 445  | Salandit           |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 446  | Bayleef            |  0.00000% | 6      |  0.001% | 0      |  0.000% | 
 | 447  | Shelgon            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 448  | Skuntank           |  0.00000% | 67     |  0.014% | 42     |  0.018% | 
 | 449  | Squawkabilly       |  0.00000% | 26     |  0.005% | 11     |  0.005% | 
 | 450  | Rotom              |  0.00000% | 12     |  0.002% | 1      |  0.000% | 
 | 451  | Mabosstiff         |  0.00000% | 35     |  0.007% | 16     |  0.007% | 
 | 452  | Delibird           |  0.00000% | 6      |  0.001% | 4      |  0.002% | 
 | 453  | Hitmonchan         |  0.00000% | 25     |  0.005% | 9      |  0.004% | 
 | 454  | Eevee              |  0.00000% | 4      |  0.001% | 1      |  0.000% | 
 | 455  | Gligar             |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 456  | Oricorio           |  0.00000% | 9      |  0.002% | 4      |  0.002% | 
 | 457  | Pichu              |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 458  | Buizel             |  0.00000% | 13     |  0.003% | 5      |  0.002% | 
 | 459  | Spinarak           |  0.00000% | 13     |  0.003% | 7      |  0.003% | 
 | 460  | Chansey            |  0.00000% | 94     |  0.019% | 32     |  0.014% | 
 | 461  | Vespiquen          |  0.00000% | 23     |  0.005% | 9      |  0.004% | 
 | 462  | Minccino           |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 463  | Wooper-Paldea      |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 464  | Granbull           |  0.00000% | 34     |  0.007% | 14     |  0.006% | 
 | 465  | Fletchinder        |  0.00000% | 9      |  0.002% | 6      |  0.003% | 
 | 466  | Seadra             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 467  | Toedscool          |  0.00000% | 17     |  0.003% | 7      |  0.003% | 
 | 468  | Sliggoo-Hisui      |  0.00000% | 27     |  0.005% | 7      |  0.003% | 
 | 469  | Poltchageist       |  0.00000% | 6      |  0.001% | 1      |  0.000% | 
 | 470  | Venonat            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 471  | Fletchling         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 472  | Kricketune         |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 473  | Dunsparce          |  0.00000% | 11     |  0.002% | 8      |  0.003% | 
 | 474  | Quilava            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 475  | Zoroark            |  0.00000% | 24     |  0.005% | 6      |  0.003% | 
 | 476  | Swanna             |  0.00000% | 19     |  0.004% | 5      |  0.002% | 
 | 477  | Poliwhirl          |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 478  | Poliwag            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 479  | Oinkologne         |  0.00000% | 9      |  0.002% | 0      |  0.000% | 
 | 480  | Munchlax           |  0.00000% | 42     |  0.009% | 9      |  0.004% | 
 | 481  | Mismagius          |  0.00000% | 28     |  0.006% | 12     |  0.005% | 
 | 482  | Bronzor            |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 483  | Duosion            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 484  | Morpeko            |  0.00000% | 57     |  0.012% | 28     |  0.012% | 
 | 485  | Combusken          |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 486  | Numel              |  0.00000% | 4      |  0.001% | 2      |  0.001% | 
 | 487  | Totodile           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 488  | Gastly             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 489  | Voltorb-Hisui      |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 490  | Growlithe-Hisui    |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 491  | Foongus            |  0.00000% | 7      |  0.001% | 3      |  0.001% | 
 | 492  | Wattrel            |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 493  | Primeape           |  0.00000% | 68     |  0.014% | 31     |  0.013% | 
 | 494  | Shieldon           |  0.00000% | 4      |  0.001% | 3      |  0.001% | 
 | 495  | Dragonair          |  0.00000% | 9      |  0.002% | 2      |  0.001% | 
 | 496  | Sandslash          |  0.00000% | 21     |  0.004% | 8      |  0.003% | 
 | 497  | Oricorio-Pa'u      |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 498  | Gurdurr            |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 499  | Dewpider           |  0.00000% | 12     |  0.002% | 4      |  0.002% | 
 | 500  | Grookey            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 501  | Sneasel-Hisui      |  0.00000% | 12     |  0.002% | 3      |  0.001% | 
 | 502  | Tauros-Paldea-Combat |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 503  | Cubchoo            |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 504  | Zorua-Hisui        |  0.00000% | 24     |  0.005% | 10     |  0.004% | 
 | 505  | Shellos            |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 506  | Pyroar             |  0.00000% | 27     |  0.005% | 11     |  0.005% | 
 | 507  | Morgrem            |  0.00000% | 3      |  0.001% | 3      |  0.001% | 
 | 508  | Slowpoke-Galar     |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 509  | Wooper             |  0.00000% | 10     |  0.002% | 1      |  0.000% | 
 | 510  | Deino              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 511  | Frogadier          |  0.00000% | 6      |  0.001% | 2      |  0.001% | 
 | 512  | Carkol             |  0.00000% | 8      |  0.002% | 0      |  0.000% | 
 | 513  | Squirtle           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 514  | Zweilous           |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 515  | Kirlia             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 516  | Metang             |  0.00000% | 3      |  0.001% | 2      |  0.001% | 
 | 517  | Cutiefly           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 518  | Larvesta           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 519  | Fraxure            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 520  | Treecko            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 521  | Luvdisc            |  0.00000% | 5      |  0.001% | 3      |  0.001% | 
 | 522  | Grotle             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 523  | Oinkologne-F       |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 524  | Marill             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 525  | Vulpix             |  0.00000% | 5      |  0.001% | 3      |  0.001% | 
 | 526  | Vigoroth           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 527  | Sobble             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 528  | Larvitar           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 529  | Hattrem            |  0.00000% | 4      |  0.001% | 0      |  0.000% | 
 | 530  | Dolliv             |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 531  | Sprigatito         |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 532  | Spewpa             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 533  | Magnemite          |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 534  | Ducklett           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 535  | Pineco             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 536  | Hippopotas         |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 537  | Chingling          |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 538  | Inkay              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 539  | Croagunk           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 540  | Hoothoot           |  0.00000% | 3      |  0.001% | 1      |  0.000% | 
 | 541  | Swablu             |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 542  | Gible              |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 543  | Finizen            |  0.00000% | 2      |  0.000% | 2      |  0.001% | 
 | 544  | Voltorb            |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 545  | Snom               |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 546  | Chimchar           |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 547  | Charmander         |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 548  | Bagon              |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 549  | Servine            |  0.00000% | 5      |  0.001% | 1      |  0.000% | 
 | 550  | Charmeleon         |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 551  | Croconaw           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 552  | Gabite             |  0.00000% | 2      |  0.000% | 1      |  0.000% | 
 | 553  | Quilladin          |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 554  | Krokorok           |  0.00000% | 1      |  0.000% | 0      |  0.000% | 
 | 555  | Rowlet             |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 556  | Wiglett            |  0.00000% | 3      |  0.001% | 0      |  0.000% | 
 | 557  | Noctowl            |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 558  | Cacnea             |  0.00000% | 2      |  0.000% | 0      |  0.000% | 
 | 559  | Crocalor           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 560  | Samurott           |  0.00000% | 1      |  0.000% | 1      |  0.000% | 
 | 561  | Gumshoos           |  0.00000% | 7      |  0.001% | 0      |  0.000% | 
