 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 311  | Kricketune         |  0.00937% | 296    |  0.009% | 98     |  0.007% | 
 | 312  | Eevee              |  0.00924% | 292    |  0.009% | 65     |  0.005% | 
 | 313  | Slowpoke-Galar     |  0.00890% | 281    |  0.009% | 145    |  0.010% | 
 | 314  | Rotom              |  0.00858% | 271    |  0.009% | 108    |  0.008% | 
 | 315  | Thwackey           |  0.00823% | 260    |  0.008% | 140    |  0.010% | 
 | 316  | Rotom-Fan          |  0.00763% | 241    |  0.008% | 117    |  0.008% | 
 | 317  | Naclstack          |  0.00744% | 235    |  0.007% | 86     |  0.006% | 
 | 318  | Dartrix            |  0.00715% | 226    |  0.007% | 57     |  0.004% | 
 | 319  | Morgrem            |  0.00712% | 225    |  0.007% | 103    |  0.007% | 
 | 320  | Girafarig          |  0.00709% | 224    |  0.007% | 72     |  0.005% | 
 | 321  | Venonat            |  0.00624% | 197    |  0.006% | 90     |  0.006% | 
 | 322  | Grookey            |  0.00583% | 184    |  0.006% | 51     |  0.004% | 
 | 323  | Quilladin          |  0.00573% | 181    |  0.006% | 84     |  0.006% | 
 | 324  | Fletchinder        |  0.00554% | 175    |  0.006% | 41     |  0.003% | 
 | 325  | Marill             |  0.00554% | 175    |  0.006% | 79     |  0.005% | 
 | 326  | Bronzor            |  0.00535% | 169    |  0.005% | 42     |  0.003% | 
 | 327  | Bonsly             |  0.00516% | 163    |  0.005% | 69     |  0.005% | 
 | 328  | Magikarp           |  0.00491% | 155    |  0.005% | 29     |  0.002% | 
 | 329  | Dragonair          |  0.00478% | 151    |  0.005% | 48     |  0.003% | 
 | 330  | Salandit           |  0.00465% | 147    |  0.005% | 36     |  0.003% | 
 | 331  | Shelgon            |  0.00446% | 141    |  0.004% | 70     |  0.005% | 
 | 332  | Tynamo             |  0.00440% | 139    |  0.004% | 17     |  0.001% | 
 | 333  | Vigoroth           |  0.00431% | 136    |  0.004% | 59     |  0.004% | 
 | 334  | Foongus            |  0.00418% | 132    |  0.004% | 78     |  0.005% | 
 | 335  | Hattrem            |  0.00383% | 121    |  0.004% | 54     |  0.004% | 
 | 336  | Drakloak           |  0.00370% | 117    |  0.004% | 37     |  0.003% | 
 | 337  | Spewpa             |  0.00336% | 106    |  0.003% | 54     |  0.004% | 
 | 338  | Finneon            |  0.00320% | 101    |  0.003% | 58     |  0.004% | 
 | 339  | Meowth-Alola       |  0.00317% | 100    |  0.003% | 63     |  0.004% | 
 | 340  | Fletchling         |  0.00313% | 99     |  0.003% | 56     |  0.004% | 
 | 341  | Bounsweet          |  0.00307% | 97     |  0.003% | 30     |  0.002% | 
 | 342  | Tandemaus          |  0.00304% | 96     |  0.003% | 26     |  0.002% | 
 | 343  | Braixen            |  0.00294% | 93     |  0.003% | 30     |  0.002% | 
 | 344  | Zorua-Hisui        |  0.00285% | 90     |  0.003% | 28     |  0.002% | 
 | 345  | Swablu             |  0.00279% | 88     |  0.003% | 36     |  0.003% | 
 | 346  | Glimmet            |  0.00263% | 83     |  0.003% | 49     |  0.003% | 
 | 347  | Cetoddle           |  0.00256% | 81     |  0.003% | 24     |  0.002% | 
 | 348  | Ralts              |  0.00247% | 78     |  0.002% | 16     |  0.001% | 
 | 349  | Tinkatuff          |  0.00244% | 77     |  0.002% | 31     |  0.002% | 
 | 350  | Carkol             |  0.00241% | 76     |  0.002% | 26     |  0.002% | 
 | 351  | Zweilous           |  0.00241% | 76     |  0.002% | 49     |  0.003% | 
 | 352  | Luvdisc            |  0.00237% | 75     |  0.002% | 19     |  0.001% | 
 | 353  | Meditite           |  0.00222% | 70     |  0.002% | 42     |  0.003% | 
 | 354  | Oricorio-Pa'u      |  0.00218% | 69     |  0.002% | 36     |  0.003% | 
 | 355  | Bramblin           |  0.00212% | 67     |  0.002% | 25     |  0.002% | 
 | 356  | Shroomish          |  0.00209% | 66     |  0.002% | 25     |  0.002% | 
 | 357  | Azurill            |  0.00206% | 65     |  0.002% | 37     |  0.003% | 
 | 358  | Oshawott           |  0.00206% | 65     |  0.002% | 11     |  0.001% | 
 | 359  | Tarountula         |  0.00203% | 64     |  0.002% | 24     |  0.002% | 
 | 360  | Snom               |  0.00199% | 63     |  0.002% | 17     |  0.001% | 
 | 361  | Crocalor           |  0.00196% | 62     |  0.002% | 22     |  0.002% | 
 | 362  | Arctibax           |  0.00193% | 61     |  0.002% | 25     |  0.002% | 
 | 363  | Lechonk            |  0.00190% | 60     |  0.002% | 13     |  0.001% | 
 | 364  | Pichu              |  0.00184% | 58     |  0.002% | 10     |  0.001% | 
 | 365  | Voltorb-Hisui      |  0.00180% | 57     |  0.002% | 17     |  0.001% | 
 | 366  | Gimmighoul         |  0.00180% | 57     |  0.002% | 9      |  0.001% | 
 | 367  | Flaaffy            |  0.00177% | 56     |  0.002% | 34     |  0.002% | 
 | 368  | Floragato          |  0.00177% | 56     |  0.002% | 20     |  0.001% | 
 | 369  | Snover             |  0.00171% | 54     |  0.002% | 20     |  0.001% | 
 | 370  | Makuhita           |  0.00161% | 51     |  0.002% | 28     |  0.002% | 
 | 371  | Mudbray            |  0.00149% | 47     |  0.001% | 28     |  0.002% | 
 | 372  | Happiny            |  0.00149% | 47     |  0.001% | 27     |  0.002% | 
 | 373  | Skiploom           |  0.00146% | 46     |  0.001% | 21     |  0.001% | 
 | 374  | Deerling           |  0.00146% | 46     |  0.001% | 17     |  0.001% | 
 | 375  | Combee             |  0.00142% | 45     |  0.001% | 7      |  0.000% | 
 | 376  | Meowth             |  0.00139% | 44     |  0.001% | 25     |  0.002% | 
 | 377  | Dewott             |  0.00127% | 40     |  0.001% | 16     |  0.001% | 
 | 378  | Surskit            |  0.00123% | 39     |  0.001% | 18     |  0.001% | 
 | 379  | Floette            |  0.00117% | 37     |  0.001% | 21     |  0.001% | 
 | 380  | Sandile            |  0.00117% | 37     |  0.001% | 17     |  0.001% | 
 | 381  | Igglybuff          |  0.00114% | 36     |  0.001% | 23     |  0.002% | 
 | 382  | Kubfu              |  0.00114% | 36     |  0.001% | 6      |  0.000% | 
 | 383  | Gastly             |  0.00114% | 36     |  0.001% | 15     |  0.001% | 
 | 384  | Drifloon           |  0.00108% | 34     |  0.001% | 12     |  0.001% | 
 | 385  | Pupitar            |  0.00101% | 32     |  0.001% | 12     |  0.001% | 
 | 386  | Grimer-Alola       |  0.00095% | 30     |  0.001% | 9      |  0.001% | 
 | 387  | Shellos            |  0.00095% | 30     |  0.001% | 11     |  0.001% | 
 | 388  | Flittle            |  0.00095% | 30     |  0.001% | 6      |  0.000% | 
 | 389  | Greavard           |  0.00092% | 29     |  0.001% | 21     |  0.001% | 
 | 390  | Snorunt            |  0.00092% | 29     |  0.001% | 9      |  0.001% | 
 | 391  | Wooper             |  0.00089% | 28     |  0.001% | 17     |  0.001% | 
 | 392  | Wooper-Paldea      |  0.00089% | 28     |  0.001% | 5      |  0.000% | 
 | 393  | Clauncher          |  0.00089% | 28     |  0.001% | 16     |  0.001% | 
 | 394  | Mareanie           |  0.00085% | 27     |  0.001% | 7      |  0.000% | 
 | 395  | Cubchoo            |  0.00085% | 27     |  0.001% | 17     |  0.001% | 
 | 396  | Phanpy             |  0.00082% | 26     |  0.001% | 11     |  0.001% | 
 | 397  | Cyndaquil          |  0.00079% | 25     |  0.001% | 7      |  0.000% | 
 | 398  | Larvitar           |  0.00073% | 23     |  0.001% | 4      |  0.000% | 
 | 399  | Pawmo              |  0.00070% | 22     |  0.001% | 11     |  0.001% | 
 | 400  | Scatterbug         |  0.00070% | 22     |  0.001% | 4      |  0.000% | 
 | 401  | Rufflet            |  0.00066% | 21     |  0.001% | 14     |  0.001% | 
 | 402  | Maschiff           |  0.00066% | 21     |  0.001% | 4      |  0.000% | 
 | 403  | Quaxly             |  0.00066% | 21     |  0.001% | 2      |  0.000% | 
 | 404  | Cacnea             |  0.00066% | 21     |  0.001% | 9      |  0.001% | 
 | 405  | Quaxwell           |  0.00063% | 20     |  0.001% | 11     |  0.001% | 
 | 406  | Sandygast          |  0.00060% | 19     |  0.001% | 7      |  0.000% | 
 | 407  | Raboot             |  0.00060% | 19     |  0.001% | 8      |  0.001% | 
 | 408  | Teddiursa          |  0.00057% | 18     |  0.001% | 5      |  0.000% | 
 | 409  | Kirlia             |  0.00054% | 17     |  0.001% | 2      |  0.000% | 
 | 410  | Sprigatito         |  0.00054% | 17     |  0.001% | 9      |  0.001% | 
 | 411  | Dratini            |  0.00051% | 16     |  0.001% | 10     |  0.001% | 
 | 412  | Starly             |  0.00051% | 16     |  0.001% | 10     |  0.001% | 
 | 413  | Impidimp           |  0.00051% | 16     |  0.001% | 9      |  0.001% | 
 | 414  | Mankey             |  0.00047% | 15     |  0.000% | 1      |  0.000% | 
 | 415  | Sobble             |  0.00047% | 15     |  0.000% | 2      |  0.000% | 
 | 416  | Gothita            |  0.00047% | 15     |  0.000% | 5      |  0.000% | 
 | 417  | Croagunk           |  0.00047% | 15     |  0.000% | 12     |  0.001% | 
 | 418  | Fidough            |  0.00044% | 14     |  0.000% | 8      |  0.001% | 
 | 419  | Houndour           |  0.00044% | 14     |  0.000% | 2      |  0.000% | 
 | 420  | Wattrel            |  0.00041% | 13     |  0.000% | 4      |  0.000% | 
 | 421  | Charcadet          |  0.00041% | 13     |  0.000% | 5      |  0.000% | 
 | 422  | Growlithe          |  0.00041% | 13     |  0.000% | 3      |  0.000% | 
 | 423  | Litleo             |  0.00041% | 13     |  0.000% | 3      |  0.000% | 
 | 424  | Drizzile           |  0.00038% | 12     |  0.000% | 0      |  0.000% | 
 | 425  | Diglett            |  0.00038% | 12     |  0.000% | 3      |  0.000% | 
 | 426  | Nacli              |  0.00038% | 12     |  0.000% | 4      |  0.000% | 
 | 427  | Silicobra          |  0.00035% | 11     |  0.000% | 9      |  0.001% | 
 | 428  | Hippopotas         |  0.00035% | 11     |  0.000% | 6      |  0.000% | 
 | 429  | Voltorb            |  0.00035% | 11     |  0.000% | 0      |  0.000% | 
 | 430  | Pawmi              |  0.00035% | 11     |  0.000% | 5      |  0.000% | 
 | 431  | Flabebe            |  0.00035% | 11     |  0.000% | 6      |  0.000% | 
 | 432  | Fennekin           |  0.00032% | 10     |  0.000% | 6      |  0.000% | 
 | 433  | Fraxure            |  0.00032% | 10     |  0.000% | 6      |  0.000% | 
 | 434  | Growlithe-Hisui    |  0.00032% | 10     |  0.000% | 6      |  0.000% | 
 | 435  | Tadbulb            |  0.00032% | 10     |  0.000% | 2      |  0.000% | 
 | 436  | Sinistea           |  0.00032% | 10     |  0.000% | 2      |  0.000% | 
 | 437  | Wiglett            |  0.00032% | 10     |  0.000% | 7      |  0.000% | 
 | 438  | Shroodle           |  0.00028% | 9      |  0.000% | 4      |  0.000% | 
 | 439  | Rellor             |  0.00028% | 9      |  0.000% | 7      |  0.000% | 
 | 440  | Krokorok           |  0.00025% | 8      |  0.000% | 2      |  0.000% | 
 | 441  | Skiddo             |  0.00022% | 7      |  0.000% | 3      |  0.000% | 
 | 442  | Spoink             |  0.00022% | 7      |  0.000% | 2      |  0.000% | 
 | 443  | Buizel             |  0.00022% | 7      |  0.000% | 5      |  0.000% | 
 | 444  | Shellder           |  0.00022% | 7      |  0.000% | 4      |  0.000% | 
 | 445  | Crabrawler         |  0.00022% | 7      |  0.000% | 2      |  0.000% | 
 | 446  | Quilava            |  0.00022% | 7      |  0.000% | 3      |  0.000% | 
 | 447  | Skrelp             |  0.00019% | 6      |  0.000% | 4      |  0.000% | 
 | 448  | Larvesta           |  0.00019% | 6      |  0.000% | 0      |  0.000% | 
 | 449  | Pawniard           |  0.00019% | 6      |  0.000% | 3      |  0.000% | 
 | 450  | Dolliv             |  0.00019% | 6      |  0.000% | 1      |  0.000% | 
 | 451  | Rowlet             |  0.00019% | 6      |  0.000% | 2      |  0.000% | 
 | 452  | Shuppet            |  0.00016% | 5      |  0.000% | 0      |  0.000% | 
 | 453  | Magnemite          |  0.00016% | 5      |  0.000% | 1      |  0.000% | 
 | 454  | Gible              |  0.00016% | 5      |  0.000% | 2      |  0.000% | 
 | 455  | Arrokuda           |  0.00016% | 5      |  0.000% | 2      |  0.000% | 
 | 456  | Dreepy             |  0.00016% | 5      |  0.000% | 2      |  0.000% | 
 | 457  | Staravia           |  0.00016% | 5      |  0.000% | 3      |  0.000% | 
 | 458  | Gabite             |  0.00013% | 4      |  0.000% | 1      |  0.000% | 
 | 459  | Gimmighoul-Roaming |  0.00013% | 4      |  0.000% | 1      |  0.000% | 
 | 460  | Axew               |  0.00013% | 4      |  0.000% | 2      |  0.000% | 
 | 461  | Toxel              |  0.00013% | 4      |  0.000% | 2      |  0.000% | 
 | 462  | Chespin            |  0.00013% | 4      |  0.000% | 3      |  0.000% | 
 | 463  | Yungoos            |  0.00013% | 4      |  0.000% | 0      |  0.000% | 
 | 464  | Cufant             |  0.00009% | 3      |  0.000% | 1      |  0.000% | 
 | 465  | Wingull            |  0.00009% | 3      |  0.000% | 2      |  0.000% | 
 | 466  | Fuecoco            |  0.00009% | 3      |  0.000% | 3      |  0.000% | 
 | 467  | Tinkatink          |  0.00009% | 3      |  0.000% | 1      |  0.000% | 
 | 468  | Chewtle            |  0.00009% | 3      |  0.000% | 2      |  0.000% | 
 | 469  | Finizen            |  0.00009% | 3      |  0.000% | 2      |  0.000% | 
 | 470  | Sliggoo            |  0.00009% | 3      |  0.000% | 0      |  0.000% | 
 | 471  | Corvisquire        |  0.00009% | 3      |  0.000% | 0      |  0.000% | 
 | 472  | Diglett-Alola      |  0.00006% | 2      |  0.000% | 0      |  0.000% | 
 | 473  | Frigibax           |  0.00006% | 2      |  0.000% | 2      |  0.000% | 
 | 474  | Luxio              |  0.00006% | 2      |  0.000% | 0      |  0.000% | 
 | 475  | Charmander         |  0.00006% | 2      |  0.000% | 2      |  0.000% | 
 | 476  | Grimer             |  0.00006% | 2      |  0.000% | 1      |  0.000% | 
 | 477  | Bagon              |  0.00006% | 2      |  0.000% | 0      |  0.000% | 
 | 478  | Skwovet            |  0.00006% | 2      |  0.000% | 2      |  0.000% | 
 | 479  | Zorua              |  0.00003% | 1      |  0.000% | 1      |  0.000% | 
 | 480  | Applin             |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 481  | Varoom             |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 482  | Gulpin             |  0.00003% | 1      |  0.000% | 1      |  0.000% | 
 | 483  | Pineco             |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 484  | Stunky             |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 485  | Steenee            |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 486  | Goomy              |  0.00003% | 1      |  0.000% | 1      |  0.000% | 
 | 487  | Meowth-Galar       |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
 | 488  | Froakie            |  0.00003% | 1      |  0.000% | 0      |  0.000% | 
